id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,services,specialties,service_area,min_budget,lead_time,venue_affiliations,portfolio_url,languages,years_in_business,license_no,whatsapp
ChIJKRXFQgD_kT4RCQozSx8a66c,a2z-events,A2Z Events,Events,,events;event planner;wedding;corporate,,"HCV9+526, Muscat, Oman",Muscat,Oman,23.594209,58.418257,https://www.google.com/maps/place/?q=place_id:ChIJKRXFQgD_kT4RCQozSx8a66c,http://www.a2zeventoman.com/,+968 7900 7333,http://www.a2zeventoman.com/,https://www.google.com/s2/favicons?domain=www.a2zeventoman.com&sz=128,,,,,,,,,,,,,3.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJ5f_cGS39jT4R5JTS083uJj0,as-gallery,AS Gallery,Events,,events;event planner;wedding;corporate,,"J6G9+RQ4, 2719 Way, Sib, Oman",Muscat,Oman,23.627094,58.219319,https://www.google.com/maps/place/?q=place_id:ChIJ5f_cGS39jT4R5JTS083uJj0,https://instagram.com/as.gallery.om?igshid=MWI4MTIyMDE=,+968 7921 7555,https://instagram.com/as.gallery.om?igshid=MWI4MTIyMDE=,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,,,,,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJlwaw0JLljT4RbDvTCsuBkhA,abu-sara-events-planner,Abu Sara Events Planner,Events,,events;event planner;wedding;corporate,,"Souq St, Sib, Oman",Muscat,Oman,23.680171,58.184927,https://www.google.com/maps/place/?q=place_id:ChIJlwaw0JLljT4RbDvTCsuBkhA,https://www.google.com/maps/place/?q=place_id:ChIJlwaw0JLljT4RbDvTCsuBkhA,+968 9611 6018,https://www.google.com/maps/place/?q=place_id:ChIJlwaw0JLljT4RbDvTCsuBkhA,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJAyZx7dr_kT4RjVmRSqyl9t8,al-amri-tent-wedding-service,Al Amri tent wedding service,Events,,events;event planner;wedding;corporate,,"Seeb souk, Sib 121, Oman",Muscat,Oman,23.588031,58.382872,https://www.google.com/maps/place/?q=place_id:ChIJAyZx7dr_kT4RjVmRSqyl9t8,https://www.google.com/maps/place/?q=place_id:ChIJAyZx7dr_kT4RjVmRSqyl9t8,+968 9436 9133,https://www.google.com/maps/place/?q=place_id:ChIJAyZx7dr_kT4RjVmRSqyl9t8,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJvxpvPMj_kT4RpIGrI-pUah0,al-khayalee-grand-wedding,Al Khayalee Grand Wedding الخيالي,Events,,events;event planner;wedding;corporate,,"Villa No. 800, Muscat 111, Oman",Muscat,Oman,23.607272,58.453050,https://www.google.com/maps/place/?q=place_id:ChIJvxpvPMj_kT4RpIGrI-pUah0,https://alkhayaleeintl.com/,,https://alkhayaleeintl.com/,https://www.google.com/s2/favicons?domain=alkhayaleeintl.com&sz=128,,,,,,,,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJTexXOFXnjT4RSfspr4WDCtU,al-khaylee-grand-wedding-warehouse,Al Khaylee Grand Wedding Warehouse,Events,,events;event planner;wedding;corporate,,"Near Naseem garden, الشخاخيط، Oman",Muscat,Oman,23.670584,58.040204,https://www.google.com/maps/place/?q=place_id:ChIJTexXOFXnjT4RSfspr4WDCtU,https://www.google.com/maps/place/?q=place_id:ChIJTexXOFXnjT4RSfspr4WDCtU,+968 9760 0044,https://www.google.com/maps/place/?q=place_id:ChIJTexXOFXnjT4RSfspr4WDCtU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,
ChIJLXgv15X7kT4Rk37x_yGSHnY,al-noor-occasions,Al Noor Occasions,Events,,events;event planner;wedding;corporate,,"Al Amarat, Oman",Muscat,Oman,23.521907,58.503513,https://www.google.com/maps/place/?q=place_id:ChIJLXgv15X7kT4Rk37x_yGSHnY,https://www.google.com/maps/place/?q=place_id:ChIJLXgv15X7kT4Rk37x_yGSHnY,+968 9971 3926,https://www.google.com/maps/place/?q=place_id:ChIJLXgv15X7kT4Rk37x_yGSHnY,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,
ChIJHwSQ9-j_kT4RO3lXLZBAYoU,alasrar-wedding-planner,Alasrar Wedding Planner,Events,,events;event planner;wedding;corporate,,"Muscat, Oman",Muscat,Oman,23.594565,58.385155,https://www.google.com/maps/place/?q=place_id:ChIJHwSQ9-j_kT4RO3lXLZBAYoU,https://www.google.com/maps/place/?q=place_id:ChIJHwSQ9-j_kT4RO3lXLZBAYoU,+968 9921 5154,https://www.google.com/maps/place/?q=place_id:ChIJHwSQ9-j_kT4RO3lXLZBAYoU,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,3.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJk5EFRf__kT4RtDh-m1CnghY,ali-al-hayki-events-planing-officie,Ali Al-hayki events planing officie,Events,,events;event planner;wedding;corporate,,"J92G+8R2, 18th November St, alathiba, Oman",Muscat,Oman,23.600774,58.377018,https://www.google.com/maps/place/?q=place_id:ChIJk5EFRf__kT4RtDh-m1CnghY,https://www.google.com/maps/place/?q=place_id:ChIJk5EFRf__kT4RtDh-m1CnghY,+968 9927 7196,https://www.google.com/maps/place/?q=place_id:ChIJk5EFRf__kT4RtDh-m1CnghY,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJK2fm11rljT4R9m9gaVvLp4Y,alrafi-events,Alrafi Events,Events,,events;event planner;wedding;corporate,,"Sib, شارع السوق، Muscat 121, Oman",Muscat,Oman,23.678769,58.186784,https://www.google.com/maps/place/?q=place_id:ChIJK2fm11rljT4R9m9gaVvLp4Y,https://www.instagram.com/alrafi.events/,+968 9722 1336,https://www.instagram.com/alrafi.events/,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJeYxyYYj_kT4Rvl6qNSRIqAc,alshabaka-tents-oman,Alshabaka Tents Oman,Events,,events;event planner;wedding;corporate,,"18th November St, Muscat, Oman",Muscat,Oman,23.600864,58.377045,https://www.google.com/maps/place/?q=place_id:ChIJeYxyYYj_kT4Rvl6qNSRIqAc,https://www.google.com/maps/place/?q=place_id:ChIJeYxyYYj_kT4Rvl6qNSRIqAc,+973 3963 3919,https://www.google.com/maps/place/?q=place_id:ChIJeYxyYYj_kT4Rvl6qNSRIqAc,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJ703iRQ7_kT4RbSMYYjYttZA,althuriya-international,Althuriya International,Events,,events;event planner;wedding;corporate,,"HCVG+JQ4, Muscat, Oman",Muscat,Oman,23.594009,58.426957,https://www.google.com/maps/place/?q=place_id:ChIJ703iRQ7_kT4RbSMYYjYttZA,https://www.google.com/maps/place/?q=place_id:ChIJ703iRQ7_kT4RbSMYYjYttZA,+968 24 478933,https://www.google.com/maps/place/?q=place_id:ChIJ703iRQ7_kT4RbSMYYjYttZA,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJjX-rcJ_5kT4RVORxQcdyU9E,alwadi-events,Alwadi events,Events,,events;event planner;wedding;corporate,,"Hillat as saad, Muscat 112, Oman",Muscat,Oman,23.590613,58.531883,https://www.google.com/maps/place/?q=place_id:ChIJjX-rcJ_5kT4RVORxQcdyU9E,https://www.google.com/maps/place/?q=place_id:ChIJjX-rcJ_5kT4RVORxQcdyU9E,+968 7637 1698,https://www.google.com/maps/place/?q=place_id:ChIJjX-rcJ_5kT4RVORxQcdyU9E,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJ5SMgv0v5kT4RpJ9FQmNOqTs,areej-events-marketing,Areej Events & Marketing,Events,,events;event planner;wedding;corporate,,"CBD Area, Muscat 114, Oman",Muscat,Oman,23.597234,58.553223,https://www.google.com/maps/place/?q=place_id:ChIJ5SMgv0v5kT4RpJ9FQmNOqTs,https://www.google.com/maps/place/?q=place_id:ChIJ5SMgv0v5kT4RpJ9FQmNOqTs,+968 9923 6803,https://www.google.com/maps/place/?q=place_id:ChIJ5SMgv0v5kT4RpJ9FQmNOqTs,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJxQpmCZPljT4RCFIHvSa2Npk,areena-muscat,Areena Muscat,Events,,events;event planner;wedding;corporate,,"M4CX+5WR, Seeb, Oman",Muscat,Oman,23.670495,58.149767,https://www.google.com/maps/place/?q=place_id:ChIJxQpmCZPljT4RCFIHvSa2Npk,https://www.google.com/maps/place/?q=place_id:ChIJxQpmCZPljT4RCFIHvSa2Npk,,https://www.google.com/maps/place/?q=place_id:ChIJxQpmCZPljT4RCFIHvSa2Npk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.40,,,,,,210,Google,,2025-10-04,,,,,,,,,,,
ChIJR33ggFvljT4R2p8DaVzeLOo,asfand-events-planner,Asfand Events planner,Events,,events;event planner;wedding;corporate,,"M5HP+FHseeb, Seeb, Oman",Muscat,Oman,23.678694,58.186485,https://www.google.com/maps/place/?q=place_id:ChIJR33ggFvljT4R2p8DaVzeLOo,https://instagram.com/asfandwedding?r=nametag,+968 9279 9049,https://instagram.com/asfandwedding?r=nametag,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,,,,,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,
ChIJTUS-BfH_kT4RCGWgPH71pVE,axis-events,Axis events,Events,,events;event planner;wedding;corporate,,"Villa 9, building number 1785, way number 1526, Madinat 112, Oman",Muscat,Oman,23.608136,58.465864,https://www.google.com/maps/place/?q=place_id:ChIJTUS-BfH_kT4RCGWgPH71pVE,https://www.axisoman.com/,+968 9987 8414,https://www.axisoman.com/,https://www.google.com/s2/favicons?domain=www.axisoman.com&sz=128,,,,,,,,,,,,,5.00,,,,,,6,Google,,2025-10-04,,,,,,,,,,,
ChIJRXT5dgD5kT4R_8xCnyW0gMs,azzera-events,Azzera Events,Events,,events;event planner;wedding;corporate,,"JG2V+PC9, Muscat 112, Oman",Muscat,Oman,23.601800,58.543600,https://www.google.com/maps/place/?q=place_id:ChIJRXT5dgD5kT4R_8xCnyW0gMs,https://www.azzeraevents.com/,+968 9294 9310,https://www.azzeraevents.com/,https://www.google.com/s2/favicons?domain=www.azzeraevents.com&sz=128,,,,,,,,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJSfZrcfTljT4RB7EnuFR3c-w,badar-yusuf-for-event-planning,Badar Yusuf for event planning بدر يوسف لتنظيم الحفلات,Events,,events;event planner;wedding;corporate,,"Al, شارع السوق، السيب‎، Oman",Muscat,Oman,23.683268,58.178178,https://www.google.com/maps/place/?q=place_id:ChIJSfZrcfTljT4RB7EnuFR3c-w,https://www.google.com/maps/place/?q=place_id:ChIJSfZrcfTljT4RB7EnuFR3c-w,+968 9900 8421,https://www.google.com/maps/place/?q=place_id:ChIJSfZrcfTljT4RB7EnuFR3c-w,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,3.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,
ChIJv2Esiun_kT4R-5J4zrf5JNA,balalino,Balalino,Events,,events;event planner;wedding;corporate,,"alsarooj, Al Kharjiyah St, Muscat, Oman",Muscat,Oman,23.604733,58.450706,https://www.google.com/maps/place/?q=place_id:ChIJv2Esiun_kT4R-5J4zrf5JNA,https://www.instagram.com/balalinooman/,+968 9700 0770,https://www.instagram.com/balalinooman/,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,,,,,,,,,,4.50,,,,,,99,Google,,2025-10-04,,,,,,,,,,,
ChIJ-fJ0Y9z_kT4Rjt-1lX8TdN4,balloon-city-oman,Balloon City Oman,Events,,events;event planner;wedding;corporate,,"Al Sarooj Street, Shop No - 14, Al Masa Mall, مسقط 133, Oman",Muscat,Oman,23.608673,58.454855,https://www.google.com/maps/place/?q=place_id:ChIJ-fJ0Y9z_kT4Rjt-1lX8TdN4,https://instagram.com/ballooncityoman?igshid=MzMyNGUyNmU2YQ==,+968 9779 2642,https://instagram.com/ballooncityoman?igshid=MzMyNGUyNmU2YQ==,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,,,,,,,,,,4.80,,,,,,12,Google,,2025-10-04,,,,,,,,,,,
ChIJ5ZdRLxD_kT4RTxtV9qS3--o,balloon-haven-events,Balloon Haven & Events,Events,,events;event planner;wedding;corporate,,"HCVP+R3X, Dauhat Al Adab St, Muscat, Oman",Muscat,Oman,23.594622,58.435246,https://www.google.com/maps/place/?q=place_id:ChIJ5ZdRLxD_kT4RTxtV9qS3--o,https://www.google.com/maps/place/?q=place_id:ChIJ5ZdRLxD_kT4RTxtV9qS3--o,+968 9920 0628,https://www.google.com/maps/place/?q=place_id:ChIJ5ZdRLxD_kT4RTxtV9qS3--o,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.50,,,,,,17,Google,,2025-10-04,,,,,,,,,,,
ChIJQyWwxK__kT4RcehcWrWPR14,choice-events,Choice Events,Events,,events;event planner;wedding;corporate,,"HCV2+3JW, Muscat, Oman",Muscat,Oman,23.592731,58.401572,https://www.google.com/maps/place/?q=place_id:ChIJQyWwxK__kT4RcehcWrWPR14,https://www.google.com/maps/place/?q=place_id:ChIJQyWwxK__kT4RcehcWrWPR14,+968 9716 2650,https://www.google.com/maps/place/?q=place_id:ChIJQyWwxK__kT4RcehcWrWPR14,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJiRjDoej5kT4RH3f09WP_QbI,corner-events-oman,Corner Events Oman,Events,,events;event planner;wedding;corporate,,"HGXR+VWR near Fathima Supermarket, 2985 Way, Muscat 114, Oman",Muscat,Oman,23.599735,58.542272,https://www.google.com/maps/place/?q=place_id:ChIJiRjDoej5kT4RH3f09WP_QbI,https://www.google.com/maps/place/?q=place_id:ChIJiRjDoej5kT4RH3f09WP_QbI,+968 9099 7778,https://www.google.com/maps/place/?q=place_id:ChIJiRjDoej5kT4RH3f09WP_QbI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJDRbFwkP-kT4RbX_0UsblM3w,creative-international-events-llc,Creative International Events LLC,Events,,events;event planner;wedding;corporate,,"HC42+Q94, Muscat, Oman",Muscat,Oman,23.556895,58.400954,https://www.google.com/maps/place/?q=place_id:ChIJDRbFwkP-kT4RbX_0UsblM3w,https://www.google.com/maps/place/?q=place_id:ChIJDRbFwkP-kT4RbX_0UsblM3w,+968 24 228854,https://www.google.com/maps/place/?q=place_id:ChIJDRbFwkP-kT4RbX_0UsblM3w,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,3.50,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJGe4lviH9jT4RxYX95nkaY14,djrk,DJRK دي جى خالد الرويضي,Events,,events;event planner;wedding;corporate,,"Al Khoudh St, Sib 112, Oman",Muscat,Oman,23.626557,58.196295,https://www.google.com/maps/place/?q=place_id:ChIJGe4lviH9jT4RxYX95nkaY14,https://www.instagram.com/djkhalid.rk?igsh=M3M4bHhvd2szMHhl&utm_source=qr,+968 9538 3816,https://www.instagram.com/djkhalid.rk?igsh=M3M4bHhvd2szMHhl&utm_source=qr,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,,,,,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,
ChIJIwFZzMj9jT4RlL0Vx9OCnQM,dj-t-254-sound-entertainment,DJ_T_254 sound Entertainment,Events,,events;event planner;wedding;corporate,,"Al Hail North, Muscat, Oman",Muscat,Oman,23.633402,58.238353,https://www.google.com/maps/place/?q=place_id:ChIJIwFZzMj9jT4RlL0Vx9OCnQM,https://www.google.com/maps/place/?q=place_id:ChIJIwFZzMj9jT4RlL0Vx9OCnQM,+968 7727 4941,https://www.google.com/maps/place/?q=place_id:ChIJIwFZzMj9jT4RlL0Vx9OCnQM,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJgYhb74z_kT4R-HZhIk6HvqA,dar-alwasim,Dar Alwasim,Events,,events;event planner;wedding;corporate,,"18th November St, Muscat 132, Oman",Muscat,Oman,23.598675,58.385540,https://www.google.com/maps/place/?q=place_id:ChIJgYhb74z_kT4R-HZhIk6HvqA,https://instagram.com/dar_alwasim2022?igshid=YmMyMTA2M2Y=,+968 9111 0285,https://instagram.com/dar_alwasim2022?igshid=YmMyMTA2M2Y=,https://www.google.com/s2/favicons?domain=instagram.com&sz=128,,,,,,,,,,,,,4.80,,,,,,31,Google,,2025-10-04,,,,,,,,,,,
ChIJXVRTKBn9jT4RwlkSv_Qf3DI,dazzle-events,Dazzle Events,Events,,events;event planner;wedding;corporate,,"J92H+79W, Seeb, Oman",Muscat,Oman,23.600732,58.378469,https://www.google.com/maps/place/?q=place_id:ChIJXVRTKBn9jT4RwlkSv_Qf3DI,https://www.google.com/maps/place/?q=place_id:ChIJXVRTKBn9jT4RwlkSv_Qf3DI,+968 9588 1858,https://www.google.com/maps/place/?q=place_id:ChIJXVRTKBn9jT4RwlkSv_Qf3DI,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,4.40,,,,,,11,Google,,2025-10-04,,,,,,,,,,,
ChIJn4nMEe__kT4RDTts1UdS0Ls,dentsu-m21,Dentsu M21,Events,,events;event planner;wedding;corporate,,"Majan Building 1 Office No 603, Muscat, Oman",Muscat,Oman,23.583332,58.369315,https://www.google.com/maps/place/?q=place_id:ChIJn4nMEe__kT4RDTts1UdS0Ls,http://m21world.com/,+968 24 128646,http://m21world.com/,https://www.google.com/s2/favicons?domain=m21world.com&sz=128,,,,,,,,,,,,,4.60,,,,,,9,Google,,2025-10-04,,,,,,,,,,,
ChIJ8w4SmIlQJEYRzWX2m-6c2sk,discovery-business-llc,Discovery Business LLC,Events,,events;event planner;wedding;corporate,,"Busines Center, Al Khuwair St, Muscat 111, Oman",Muscat,Oman,23.595478,58.440023,https://www.google.com/maps/place/?q=place_id:ChIJ8w4SmIlQJEYRzWX2m-6c2sk,https://discoveryom.com/,+968 9336 6187,https://discoveryom.com/,https://www.google.com/s2/favicons?domain=discoveryom.com&sz=128,,,,,,,,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,
ChIJO8jorvf9jT4R-HldJhmyyjs,dreamwedding,Dreamwedding,Events,,events;event planner;wedding;corporate,,"الحيل، Sib 121, Oman",Muscat,Oman,23.633492,58.244905,https://www.google.com/maps/place/?q=place_id:ChIJO8jorvf9jT4R-HldJhmyyjs,https://www.instagram.com/dreamevent_om?igsh=Yml6dm5qNmFkenpp,+968 9574 4973,https://www.instagram.com/dreamevent_om?igsh=Yml6dm5qNmFkenpp,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,
ChIJP9E7KXABjj4RRYwk-rAUBhQ,easy-wedding-oman,Easy Wedding Oman وكالة افراح في عمان,Events,,events;event planner;wedding;corporate,,"18th November St, Muscat, Oman",Muscat,Oman,23.601964,58.359945,https://www.google.com/maps/place/?q=place_id:ChIJP9E7KXABjj4RRYwk-rAUBhQ,https://easyweddingoman.com/,+995 32 247 39 85,https://easyweddingoman.com/,https://www.google.com/s2/favicons?domain=easyweddingoman.com&sz=128,,,,,,,,,,,,,4.70,,,,,,14,Google,,2025-10-04,,,,,,,,,,,
ChIJ6dKhyf79jT4R9vIy8Xb1vNQ,effects-oman-office,Effects oman office,Events,,events;event planner;wedding;corporate,,"Unnamed Road, J672+XPJ، السيب‎، Oman",Muscat,Oman,23.614954,58.201780,https://www.google.com/maps/place/?q=place_id:ChIJ6dKhyf79jT4R9vIy8Xb1vNQ,https://www.google.com/maps/place/?q=place_id:ChIJ6dKhyf79jT4R9vIy8Xb1vNQ,,https://www.google.com/maps/place/?q=place_id:ChIJ6dKhyf79jT4R9vIy8Xb1vNQ,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,,,,,,,,,,,,,5.00,,,,,,1,Google,,2025-10-04,,,,,,,,,,,
